batter,avg_exit_velocity,max_exit_velocity,avg_launch_angle,batted_balls
686668,85.0074074074074,109.4,19.62962962962963,27
664238,84.9923076923077,105.8,27.76923076923077,13
669394,84.98666666666666,109.9,14.733333333333333,30
663368,84.975,106.1,-9.75,4
656305,84.91935483870968,111.9,25.35483870967742,31
665489,84.9125,111.7,15.40625,32
608070,84.85384615384616,107.0,23.692307692307693,39
668939,84.80571428571427,104.3,24.2,35
656555,84.8,107.4,25.0,17
606192,84.78214285714286,109.2,18.5,28
647351,84.73636363636363,108.0,15.909090909090908,22
688363,84.725,101.6,32.125,8
605137,84.6970588235294,110.1,18.176470588235293,34
666134,84.69,111.7,17.4,30
663698,84.65,110.7,0.5,4
663624,84.59142857142857,112.6,12.257142857142858,35
500743,84.55833333333334,104.5,19.666666666666668,12
668227,84.55,108.5,18.0,24
668804,84.54736842105264,105.4,17.57894736842105,38
592669,84.49090909090908,109.5,10.227272727272727,22
673357,84.4578947368421,107.3,4.368421052631579,19
687263,84.45757575757575,114.6,18.727272727272727,33
624415,84.45,102.8,28.428571428571427,14
543257,84.43846153846154,101.9,26.76923076923077,13
553993,84.43142857142857,107.1,11.457142857142857,35
683734,84.41785714285713,108.8,19.071428571428573,28
664023,84.41428571428571,108.6,21.514285714285716,35
663586,84.36428571428571,109.1,23.857142857142858,28
665828,84.36086956521739,100.4,14.652173913043478,23
570482,84.32,109.0,11.92,25
671213,84.2448275862069,110.6,15.310344827586206,29
672580,84.23111111111112,111.1,19.22222222222222,45
676914,84.22,108.8,25.0,15
642715,84.18846153846154,100.5,26.73076923076923,26
690993,84.125,107.6,21.625,24
657041,84.12244897959184,108.8,21.346938775510203,49
608348,84.11666666666666,106.1,16.27777777777778,18
679845,84.0923076923077,108.1,-1.3846153846153846,13
680777,83.87142857142858,111.2,22.285714285714285,14
665804,83.85499999999999,108.1,8.65,20
666150,83.85238095238095,103.6,19.095238095238095,21
642350,83.84782608695652,105.3,29.956521739130434,23
453568,83.834375,104.8,15.125,32
545341,83.73333333333333,102.9,5.888888888888889,9
646240,83.71351351351352,110.6,18.72972972972973,37
641933,83.65555555555555,113.1,12.11111111111111,27
592450,83.64333333333335,112.0,21.266666666666666,30
694671,83.62962962962963,108.1,19.703703703703702,27
666158,83.62727272727273,101.5,5.454545454545454,11
543760,83.61944444444445,104.7,18.194444444444443,36
645302,83.61111111111111,93.6,5.555555555555555,9
596115,83.58461538461538,96.9,22.923076923076923,13
678662,83.56551724137931,107.0,23.75862068965517,29
543510,83.52499999999999,110.5,26.416666666666668,12
592273,83.5,106.9,0.8421052631578947,19
644433,83.48333333333333,93.0,16.333333333333332,6
624585,83.46000000000001,112.0,17.8,30
680977,83.46,104.9,12.92,25
641680,83.459375,109.8,21.1875,32
665506,83.43333333333334,94.2,37.666666666666664,3
686676,83.41666666666667,104.8,17.166666666666668,6
669701,83.37083333333334,107.2,15.375,24
605141,83.36896551724138,102.4,28.517241379310345,29
547180,83.33250000000001,108.3,14.9,40
677800,83.32727272727273,108.7,25.727272727272727,11
467793,83.315,106.0,25.15,20
677587,83.30740740740741,106.7,7.703703703703703,27
683011,83.2969696969697,104.0,12.909090909090908,33
660271,83.28780487804879,110.2,19.609756097560975,41
687952,83.28055555555555,109.2,18.02777777777778,36
657757,83.21153846153847,106.1,23.5,26
545361,83.20487804878049,113.1,31.536585365853657,41
643396,83.19473684210527,107.9,18.105263157894736,19
669699,83.1888888888889,93.5,17.77777777777778,9
605204,83.18,108.0,1.52,25
679529,83.14,106.2,29.35,40
666152,83.14,99.3,31.4,5
668715,83.11794871794872,106.8,19.128205128205128,39
571448,83.08461538461538,103.2,9.615384615384615,26
676475,83.08260869565218,106.6,7.956521739130435,23
682985,83.03513513513514,111.0,16.81081081081081,37
571745,83.02916666666667,104.0,13.375,24
681481,82.94615384615385,105.8,20.846153846153847,13
457759,82.89393939393939,106.8,19.90909090909091,33
665926,82.884,100.4,19.32,25
608841,82.84545454545454,108.2,12.363636363636363,33
681546,82.81904761904762,106.5,14.095238095238095,21
666624,82.81515151515151,110.9,9.272727272727273,33
667670,82.788,110.4,16.2,25
664040,82.75217391304348,107.2,14.478260869565217,23
519317,82.74285714285715,116.7,34.75,28
664761,82.72857142857143,105.7,18.821428571428573,28
624512,82.6952380952381,106.8,23.047619047619047,21
606466,82.684,114.4,18.16,50
680779,82.67407407407407,111.5,26.77777777777778,27
592518,82.59666666666666,109.1,9.966666666666667,30
571970,82.53333333333333,107.4,23.571428571428573,21
650559,82.52580645161291,107.8,12.387096774193548,31
606115,82.52258064516128,105.1,16.870967741935484,31
676701,82.46363636363637,98.3,23.454545454545453,11
669257,82.46285714285713,103.5,22.8,35
600869,82.39375,101.0,12.15625,32
647304,82.35000000000001,108.1,21.642857142857142,28
656775,82.34545454545454,102.0,31.681818181818183,22
673490,82.33125,105.1,18.3125,32
663837,82.32272727272726,108.2,15.0,22
641584,82.3153846153846,104.0,15.692307692307692,13
624424,82.31219512195122,106.5,15.78048780487805,41
650402,82.30212765957447,107.4,22.95744680851064,47
457705,82.28,104.2,18.733333333333334,15
669127,82.23333333333333,105.5,19.904761904761905,21
681082,82.22083333333333,101.6,22.666666666666668,24
650907,82.21000000000001,107.0,28.5,10
673237,82.20263157894736,107.7,7.605263157894737,38
592178,82.19200000000001,105.5,24.56,25
682928,82.17777777777779,109.9,25.666666666666668,27
681807,82.1125,101.5,15.125,8
573262,82.08823529411765,108.2,25.941176470588236,17
666971,82.01702127659574,107.8,26.04255319148936,47
621438,82.00909090909092,107.3,16.09090909090909,22
650490,81.9421052631579,109.8,14.263157894736842,38
645277,81.88000000000001,104.6,11.0,30
641598,81.86206896551724,104.1,24.03448275862069,29
666023,81.80000000000001,97.8,0.15384615384615385,13
605131,81.8,108.5,27.333333333333332,6
641313,81.76896551724138,107.2,2.0,29
621028,81.76666666666667,91.4,-14.0,6
656413,81.75454545454545,104.9,28.636363636363637,11
543309,81.74,106.7,1.4,10
607208,81.6825,107.9,16.4,40
665862,81.67241379310344,108.8,9.344827586206897,29
541645,81.60000000000001,106.6,16.136363636363637,22
543807,81.568,107.6,13.76,25
527038,81.5047619047619,100.6,28.285714285714285,21
680776,81.43076923076923,109.3,10.307692307692308,39
682829,81.42,109.1,9.15,20
641487,81.39615384615385,102.6,11.73076923076923,26
621466,81.38,99.0,18.0,10
666310,81.33703703703704,105.9,35.851851851851855,27
593428,81.3111111111111,106.8,9.055555555555555,36
642133,81.3,106.1,15.208333333333334,24
543685,81.29545454545455,101.6,30.568181818181817,44
664874,81.28,96.6,9.1,10
553869,81.27272727272727,98.9,23.90909090909091,22
660688,81.265,101.3,12.05,20
593871,81.23235294117647,106.6,18.058823529411764,34
663647,81.22592592592592,102.8,7.407407407407407,27
543305,81.22380952380952,105.0,6.904761904761905,21
660707,81.21176470588235,104.0,19.823529411764707,17
608324,81.1608695652174,101.2,31.869565217391305,23
676609,81.15263157894738,106.2,24.0,19
686823,81.13333333333334,106.1,26.060606060606062,33
608596,81.11666666666666,104.9,7.833333333333333,6
572138,81.0909090909091,98.6,27.454545454545453,11
642708,81.04666666666667,107.9,14.8,30
650489,81.03999999999999,108.2,3.0,15
519203,81.00833333333334,103.1,17.97222222222222,36
672275,80.9875,105.7,13.083333333333334,24
694384,80.96153846153847,105.1,1.2307692307692308,26
621439,80.91818181818182,109.1,12.090909090909092,22
670032,80.9,96.2,22.130434782608695,23
666163,80.88461538461539,102.3,18.76923076923077,13
672515,80.88214285714285,107.2,27.285714285714285,28
596129,80.84,97.6,31.8,5
687363,80.77241379310345,103.9,26.75862068965517,29
621493,80.6972972972973,104.2,25.83783783783784,37
608369,80.62162162162163,108.3,12.054054054054054,37
669707,80.62068965517241,104.5,16.862068965517242,29
696285,80.6125,102.9,23.5625,16
516782,80.48333333333333,105.4,18.033333333333335,30
669261,80.41025641025641,109.6,29.05128205128205,39
547989,80.385,102.7,29.15,20
518692,80.36486486486487,106.7,26.2972972972973,37
694192,80.36363636363636,104.6,13.181818181818182,22
542194,80.3625,109.4,9.625,16
680869,80.296,108.3,5.16,25
672284,80.26666666666667,105.7,32.72222222222222,18
670623,80.24324324324324,97.1,26.135135135135137,37
672695,80.14375,92.1,23.4375,16
680757,80.13513513513513,103.2,18.72972972972973,37
671289,80.065,107.8,11.45,20
677649,79.99,104.5,16.0,10
607732,79.98333333333333,107.2,51.166666666666664,6
502671,79.94166666666666,104.7,13.833333333333334,24
592663,79.91764705882352,107.8,14.323529411764707,34
545121,79.90384615384616,108.3,3.423076923076923,26
642731,79.84166666666667,105.6,17.416666666666668,24
663697,79.834375,104.6,4.21875,32
641343,79.76470588235294,105.3,18.235294117647058,17
681146,79.75,91.7,44.5,4
669289,79.74444444444445,110.0,5.0,18
624503,79.73684210526316,106.1,14.31578947368421,19
660644,79.73333333333333,101.7,-2.0833333333333335,12
630105,79.6969696969697,106.3,19.696969696969695,33
670156,79.675,82.9,29.5,4
686217,79.65,102.3,10.45,20
672386,79.57857142857142,106.5,11.214285714285714,28
670042,79.57000000000001,106.9,11.5,10
676801,79.55,108.0,21.214285714285715,28
669357,79.544,108.8,23.04,25
660162,79.54054054054055,105.4,18.16216216216216,37
682626,79.515,110.9,13.25,20
656716,79.51428571428572,94.5,7.142857142857143,14
675961,79.48571428571428,106.6,18.142857142857142,7
666211,79.44999999999999,79.6,57.5,2
668670,79.41666666666667,107.1,30.666666666666668,6
592206,79.35862068965517,101.5,18.96551724137931,29
676391,79.31379310344828,104.9,26.379310344827587,29
678009,79.2764705882353,100.9,23.647058823529413,17
666181,79.23846153846154,103.8,12.461538461538462,26
553882,79.14444444444445,90.1,33.77777777777778,9
650333,79.11224489795919,99.9,21.224489795918366,49
691026,79.09666666666666,105.5,15.933333333333334,30
683146,79.07058823529412,109.5,17.529411764705884,34
621035,79.05454545454546,101.8,15.909090909090908,22
608385,79.0421052631579,106.2,6.315789473684211,19
668942,78.98888888888888,98.6,23.666666666666668,9
660670,78.96333333333334,111.5,24.166666666666668,30
665839,78.903125,104.1,24.0625,32
668930,78.8851851851852,95.0,25.25925925925926,27
572191,78.86111111111111,108.9,2.8333333333333335,18
595281,78.83928571428571,100.9,3.9642857142857144,28
623993,78.8175,112.2,20.35,40
624413,78.81351351351351,113.6,22.216216216216218,37
664056,78.8,106.9,21.896551724137932,29
571912,78.75625,96.6,28.1875,16
622761,78.72142857142856,100.2,23.571428571428573,14
666397,78.67857142857143,102.7,17.642857142857142,14
643217,78.63000000000001,98.9,12.166666666666666,30
596146,78.39333333333335,105.4,18.9,30
677942,78.38,110.6,14.96,25
624428,78.36923076923077,106.3,-11.0,13
678554,78.32631578947368,104.0,14.526315789473685,19
679032,78.20666666666666,101.1,9.8,15
658668,78.09677419354838,105.5,18.096774193548388,31
543228,78.0888888888889,104.0,16.27777777777778,18
605113,78.05,101.4,-10.5,26
643289,77.99,99.2,24.7,10
656896,77.9625,98.8,28.5,8
694497,77.932,105.1,12.4,25
666703,77.83333333333333,83.2,43.666666666666664,3
678882,77.828125,104.7,21.59375,32
650859,77.8,98.2,3.272727272727273,11
680700,77.77777777777777,101.8,26.72222222222222,18
668709,77.77777777777777,106.3,17.583333333333332,36
681297,77.60909090909091,107.6,0.45454545454545453,11
665120,77.48064516129033,104.9,20.64516129032258,31
678489,77.42142857142858,103.7,18.285714285714285,14
662139,77.40333333333334,103.7,32.6,30
682998,77.22,108.3,17.6,30
622569,77.17692307692307,101.0,29.384615384615383,13
676116,77.06428571428572,105.1,7.535714285714286,28
657077,76.89772727272727,104.9,22.09090909090909,44
605361,76.75,102.2,-2.75,12
592626,76.74090909090908,104.3,22.818181818181817,22
642180,76.72142857142856,98.4,5.214285714285714,14
669720,76.7,93.8,-7.785714285714286,14
643446,76.67931034482758,101.6,20.586206896551722,29
666182,76.56756756756756,105.5,17.405405405405407,37
649966,76.34705882352942,106.6,18.11764705882353,17
663898,76.33448275862068,99.5,17.310344827586206,29
663527,76.15714285714286,100.1,-8.571428571428571,7
643565,76.06896551724138,101.6,15.758620689655173,29
664983,76.0,105.5,8.5,24
666915,75.96666666666667,91.6,24.11111111111111,9
680118,75.825,86.5,30.25,4
607054,75.66666666666667,83.2,-4.666666666666667,6
669392,75.53999999999999,106.5,16.8,5
628451,75.52666666666667,97.7,1.4,15
663886,75.50909090909092,102.7,-3.8181818181818183,11
656582,75.47272727272728,102.9,17.181818181818183,22
672356,75.45,90.2,17.0,8
666160,75.3,103.6,8.666666666666666,21
664314,75.18571428571428,88.3,-8.428571428571429,7
607680,75.06666666666666,80.7,8.333333333333334,3
592696,74.66470588235293,93.8,5.411764705882353,17
657557,74.65882352941176,103.9,29.294117647058822,17
702358,74.64545454545456,102.0,7.2727272727272725,33
666176,74.04444444444444,103.3,23.0,18
595879,73.745,104.9,3.0,20
593160,73.72727272727273,96.8,32.90909090909091,22
669397,73.72307692307692,101.5,13.307692307692308,26
687401,73.6,104.5,-4.75,8
661531,73.43333333333334,85.9,19.333333333333332,3
687231,73.3625,88.7,20.0,8
663743,73.35555555555555,102.6,32.333333333333336,9
592192,73.31818181818181,107.0,8.136363636363637,22
595909,73.3,98.3,19.75,8
608671,73.17142857142856,99.8,25.0,7
596142,73.13333333333334,99.2,15.5,12
642136,73.08,99.1,33.2,5
543063,72.0,72.8,-37.0,2
542932,71.46000000000001,99.6,-11.0,5
643393,71.2,96.1,10.625,8
668832,71.175,93.8,-8.75,4
571657,71.1625,83.4,2.5,8
595978,70.91666666666667,82.7,13.166666666666666,6
663757,70.8,71.5,50.0,2
641658,70.69090909090909,89.5,31.90909090909091,11
621563,70.42857142857143,88.7,14.571428571428571,7
672279,69.1,93.3,-1.125,8
640492,68.375,87.6,10.75,4
571466,68.03333333333333,101.6,-17.0,3
686780,67.9,67.9,-38.0,1
622534,65.4125,104.5,-24.625,8
572761,65.18333333333334,88.6,47.666666666666664,6
666197,65.13333333333334,67.9,47.0,3
670242,63.9,80.1,20.333333333333332,3
596117,56.55,89.0,20.0,2
670097,41.7,41.7,-33.0,1
